,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
299,Quimbara,spotify:track:7mqqWVpuUHekEdlVOSQjmy,33,2018-05-18,0.509,0.82,9,-4.087,1,0.173,0.626,1.19e-05,0.333,0.953,63.068,7mqqWVpuUHekEdlVOSQjmy,265173,4
300,Manteca,spotify:track:17pqfMthW6dzPxLy0gvEsh,31,2003-05-06,0.614,0.73,10,-6.089,0,0.199,0.551,0.852,0.108,0.628,96.737,17pqfMthW6dzPxLy0gvEsh,202227,4
301,Take Five,spotify:track:7t43m7V3xrlUMrIHlphxTm,36,2001,0.363,0.424,3,-14.596,0,0.038,0.0113,0.879,0.146,0.563,114.002,7t43m7V3xrlUMrIHlphxTm,360733,4
302,Un verano en Nueva York,spotify:track:1q2J8KWeewoqOrZI4a65P9,59,1975,0.557,0.65,7,-8.897,1,0.0424,0.673,0.122,0.286,0.965,106.1,1q2J8KWeewoqOrZI4a65P9,298516,4
303,Me Liberé,spotify:track:1IcnHHfeAkdc88LybFWwb9,61,2001,0.754,0.875,7,-1.94,0,0.0407,0.395,0.0,0.0905,0.967,97.522,1IcnHHfeAkdc88LybFWwb9,263920,4
304,The Merry Sisters Of Fate,spotify:track:56DERpWhpQqFRGs1o2lMeO,33,2006-03-16,0.398,0.691,2,-7.38,1,0.0396,0.493,0.0,0.322,0.865,121.43,56DERpWhpQqFRGs1o2lMeO,175907,4
305,Morning Nightcap,spotify:track:0phiCWlaRaxCO6N3fCs6P7,40,2006-03-16,0.473,0.711,7,-6.311,1,0.032,0.418,0.234,0.556,0.664,112.144,0phiCWlaRaxCO6N3fCs6P7,296067,4
306,2/3's Adventure,spotify:track:3afCxJceMqMAFYOJNFHomm,36,2015-08-21,0.477,0.721,0,-7.192,0,0.0523,0.656,0.0451,0.629,0.636,116.277,3afCxJceMqMAFYOJNFHomm,505324,4
307,Cuba Libre,spotify:track:4j0O3LBA4Xe2Ybsg8P9Akp,0,2009-04-28,0.655,0.858,3,-6.064,1,0.0351,0.269,0.618,0.0619,0.855,140.037,4j0O3LBA4Xe2Ybsg8P9Akp,426667,4
308,Canción,spotify:track:4dCE1wZtep7q0LRqNTioGX,0,2015-03-23,0.53,0.413,2,-17.039,1,0.0368,0.121,0.00288,0.242,0.556,173.462,4dCE1wZtep7q0LRqNTioGX,291663,4
309,Te Vas De Mi,spotify:track:1VRMCJnOcAKc59B71tK5t2,0,2015-03-23,0.606,0.528,5,-15.091,1,0.0473,0.311,6.42e-05,0.0299,0.942,177.662,1VRMCJnOcAKc59B71tK5t2,398537,4
310,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",spotify:track:1xuYajTJZh8zZrPRmUaagf,64,2010-11-19,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,1xuYajTJZh8zZrPRmUaagf,301427,3
311,Jim,spotify:track:1t23o0Ean2SCxFtefbol7c,24,1964-01-01,0.746,0.326,9,-11.577,0,0.0354,0.842,0.000858,0.103,0.65,90.128,1t23o0Ean2SCxFtefbol7c,180813,4
312,Roundalay,spotify:track:4ktDRFVUqwub4wIfVwhLwT,20,1964-01-01,0.58,0.371,9,-12.347,0,0.0342,0.803,0.583,0.099,0.682,127.132,4ktDRFVUqwub4wIfVwhLwT,234640,4
313,Mumbles,spotify:track:4w38XluyLWeqmOghRsfQKj,20,1964-01-01,0.659,0.426,8,-9.779,1,0.0539,0.66,0.0,0.236,0.74,94.462,4w38XluyLWeqmOghRsfQKj,120467,4
314,Mack The Knife,spotify:track:4tJb85eDxIIm2frcwb8PAG,37,1964-01-01,0.697,0.324,3,-13.328,1,0.0401,0.715,0.000763,0.0823,0.667,96.446,4tJb85eDxIIm2frcwb8PAG,315893,4
315,They Didn't Believe Me,spotify:track:07OgwcoS54OZgpUyehHhvM,17,1964-01-01,0.44,0.101,5,-14.873,1,0.0341,0.991,0.904,0.154,0.136,97.853,07OgwcoS54OZgpUyehHhvM,258360,4
316,Squeaky's Blues,spotify:track:5p80CvVYuscVV6ErkZhjpx,24,1964-01-01,0.487,0.374,5,-11.067,0,0.0759,0.664,0.00322,0.115,0.797,145.907,5p80CvVYuscVV6ErkZhjpx,208240,4
317,I Want A Little Girl,spotify:track:5jPolvdT6OstyNvcVXLzAA,19,1964-01-01,0.447,0.171,5,-9.845,1,0.0445,0.961,0.362,0.149,0.289,175.469,5jPolvdT6OstyNvcVXLzAA,308707,3
318,Incoherent Blues,spotify:track:2IrDYPpjwdphR9kOkhl5vr,15,1964-01-01,0.487,0.202,5,-11.474,1,0.0628,0.727,0.0,0.622,0.666,96.569,2IrDYPpjwdphR9kOkhl5vr,162027,3
319,Hymn of Praise,spotify:track:6PwDMo0rWmioIJbTi3uza1,5,2012-01-10,0.196,0.455,11,-11.688,0,0.0353,0.827,0.763,0.0647,0.0773,92.031,6PwDMo0rWmioIJbTi3uza1,255187,4
320,Pilgrim Song,spotify:track:1r3CAsZDVHBIQ8Xd3OO1W3,9,2012-01-10,0.0794,0.0792,11,-25.158,1,0.0382,0.975,0.933,0.142,0.1,172.589,1r3CAsZDVHBIQ8Xd3OO1W3,272547,3
321,Look to the Day,spotify:track:5k2Zm3UyZuSyPXp0K0zqSp,5,2012-01-10,0.168,0.069,0,-26.638,1,0.0412,0.981,0.469,0.147,0.0604,113.528,5k2Zm3UyZuSyPXp0K0zqSp,271653,4
322,"Wonder (From ""Dances to Life"")",spotify:track:5t9s2NK8MZzO8NOmCDPQI6,2,2012-01-10,0.306,0.0945,9,-22.615,1,0.0349,0.924,0.000428,0.157,0.157,114.052,5t9s2NK8MZzO8NOmCDPQI6,159080,3
323,"My House (From ""Peter Pan"")",spotify:track:0AlTwghOrVczemoamBmqhG,6,2012-01-10,0.102,0.0517,4,-26.249,1,0.0363,0.961,0.76,0.0814,0.0617,90.453,0AlTwghOrVczemoamBmqhG,237427,4
324,"Exsultate Justi (From ""Empire of the Sun"")",spotify:track:4jHhojjuHcG3s4rpTgVemp,2,2012-01-10,0.383,0.223,9,-20.385,1,0.031,0.942,0.0782,0.174,0.214,99.474,4jHhojjuHcG3s4rpTgVemp,318360,4
325,Glory!,spotify:track:2IcNDNxSyFyCXbz51GYQb1,3,2012-01-10,0.167,0.258,8,-15.437,1,0.0342,0.959,0.952,0.104,0.113,103.172,2IcNDNxSyFyCXbz51GYQb1,270733,4
326,Psalm 148,spotify:track:3ssU6sRl1vqop2MO8tnxTZ,4,2012-01-10,0.072,0.0488,0,-21.772,1,0.0395,0.948,0.0553,0.0861,0.0369,57.653,3ssU6sRl1vqop2MO8tnxTZ,314120,4
327,Petite messe solenne: VII. Cum Sancto Spritu,spotify:track:5Jjng0EWJLOCOOj5NpaxEs,2,2012-01-10,0.157,0.21,5,-16.812,1,0.0307,0.962,0.911,0.118,0.266,87.83,5Jjng0EWJLOCOOj5NpaxEs,375320,4
328,St Cecilia Mass: V. Benedictus (Blessed Be the Lord),spotify:track:1PezSWIsK8nPGLW6prqKfr,1,2012-01-10,0.168,0.0331,10,-24.551,1,0.0407,0.978,0.0732,0.0939,0.0397,86.652,1PezSWIsK8nPGLW6prqKfr,202320,4
329,The Holy City,spotify:track:4BrFTDC2tmIGajBhio87YN,10,2012-01-10,0.175,0.247,0,-17.752,1,0.038,0.98,0.08,0.103,0.108,85.844,4BrFTDC2tmIGajBhio87YN,363360,3
330,"Nella Fantasia (From ""The Misson"")",spotify:track:5FUmC19K0UCeC68yE7PHEK,3,2012-01-10,0.19,0.138,5,-19.347,1,0.0357,0.978,0.0116,0.131,0.0741,85.457,5FUmC19K0UCeC68yE7PHEK,259400,3
331,"Non Nobis, Domine (From ""Henry V')",spotify:track:0cGKXCObzZUhtRHK8C0wWA,13,2012-01-10,0.133,0.213,5,-16.207,1,0.033,0.961,0.604,0.0841,0.146,87.289,0cGKXCObzZUhtRHK8C0wWA,275827,4
332,Ode to Joy (Excerpts from Symphony No. 9: IV. Presto - Allegro ma non troppo),spotify:track:0LgEjRqzOUoFtZGh1J3qER,6,2012-01-10,0.168,0.298,7,-14.956,1,0.0407,0.817,0.855,0.0634,0.186,102.839,0LgEjRqzOUoFtZGh1J3qER,352147,4
333,Amazing Grace,spotify:track:6nwyGtR0q5lD5cO58IPznA,23,2016-11-25,0.534,0.0664,7,-12.708,1,0.12,0.856,0.0,0.601,0.377,131.0,6nwyGtR0q5lD5cO58IPznA,58720,3
334,Old Time Religion,spotify:track:3oZenMvGk0pQMHI39ANaSR,20,2016-11-25,0.494,0.836,2,-6.258,1,0.0782,0.0712,0.0,0.136,0.684,76.501,3oZenMvGk0pQMHI39ANaSR,215253,4
335,The Seeker,spotify:track:30LAJhGL4bFZpkHwTBZLnc,20,2016-11-25,0.441,0.303,0,-10.575,1,0.051,0.846,0.0,0.233,0.491,176.066,30LAJhGL4bFZpkHwTBZLnc,205027,4
336,Peace in the Valley,spotify:track:76R59b2Qw282ZDNudQcclE,22,2016-11-25,0.579,0.119,0,-13.036,1,0.0317,0.769,0.00938,0.101,0.239,82.283,76R59b2Qw282ZDNudQcclE,201053,3
337,I Hear a Call,spotify:track:2wySinKkT7eUS6yuK1tyLv,21,2016-11-25,0.378,0.471,10,-6.532,1,0.028,0.713,7.95e-05,0.106,0.323,145.587,2wySinKkT7eUS6yuK1tyLv,188107,4
338,I'm Working on a Building,spotify:track:5PEZ1dxDWN1CE64qrTE2b2,17,2016-11-25,0.557,0.416,2,-9.991,0,0.0347,0.807,0.00164,0.112,0.499,101.313,5PEZ1dxDWN1CE64qrTE2b2,238400,4
339,Leaning on the Everlasting Arms,spotify:track:5pGMhf94SGOt6Uxj9w7TXN,23,2016-11-25,0.392,0.426,7,-7.764,1,0.0404,0.501,0.0,0.0677,0.516,102.975,5pGMhf94SGOt6Uxj9w7TXN,213240,5
340,Have a Talk with God,spotify:track:2bapuPanUjNRxGkzwYV6BT,17,2016-11-25,0.587,0.708,7,-5.296,1,0.0297,0.265,0.0,0.178,0.553,98.309,2bapuPanUjNRxGkzwYV6BT,152933,4
341,Down to the River to Pray,spotify:track:6iwunBdaiOrhxaTLO8mqdF,21,2016-11-25,0.519,0.725,4,-5.463,1,0.0411,0.0939,1.6e-05,0.318,0.758,89.11,6iwunBdaiOrhxaTLO8mqdF,172573,4
342,Go Rest High on That Mountain,spotify:track:0FKaFP8tCtVFc8Yr6ZRLcv,20,2016-11-25,0.515,0.192,0,-9.535,1,0.0346,0.735,0.000458,0.105,0.302,113.835,0FKaFP8tCtVFc8Yr6ZRLcv,255880,4
343,"Lord, I Would Follow Thee",spotify:track:0CrdoE2TpOoBjMqSuMMkuf,23,2016-11-25,0.49,0.271,0,-11.611,1,0.0283,0.902,0.0259,0.11,0.263,114.98,0CrdoE2TpOoBjMqSuMMkuf,225507,4
344,Run on for a Long Time,spotify:track:29Mvvm9CA99PAfKf2QYZKs,17,2016-11-25,0.603,0.62,0,-6.255,1,0.0396,0.0606,0.0,0.127,0.709,93.919,29Mvvm9CA99PAfKf2QYZKs,151400,4
345,All My Tears,spotify:track:2mISb7CHDNzZ9BqOcF8BX8,18,2016-11-25,0.638,0.547,2,-7.298,1,0.0431,0.879,0.000295,0.193,0.644,163.317,2mISb7CHDNzZ9BqOcF8BX8,147747,4
346,I'll Fly Away,spotify:track:4gli9bg5iHAda3x5jZfrIi,24,2016-11-25,0.459,0.183,9,-10.579,1,0.0291,0.954,2.76e-05,0.103,0.194,83.936,4gli9bg5iHAda3x5jZfrIi,252147,3
347,"Nearer, My God, to Thee",spotify:track:0BmebUz00dVPwMwCrMZT5i,31,2012-07-03,0.525,0.165,2,-13.988,1,0.0363,0.83,6.49e-05,0.0995,0.471,79.625,0BmebUz00dVPwMwCrMZT5i,211200,4
348,I Need Thee Every Hour,spotify:track:20UP4ua2GjHZA0Kqglv3x1,23,2012-07-03,0.549,0.183,9,-12.275,1,0.0328,0.958,1.63e-06,0.27,0.526,89.808,20UP4ua2GjHZA0Kqglv3x1,221427,4
349,Where the Soul of Man Never Dies,spotify:track:1Og39ubuhuQsFyNS9JCk2M,26,2012-07-03,0.419,0.0433,2,-16.694,1,0.0446,0.891,1.44e-06,0.114,0.35,167.306,1Og39ubuhuQsFyNS9JCk2M,221693,4
350,Calling You,spotify:track:31HzUzzrJjllnrGZt3V1sL,20,2012-07-03,0.574,0.673,2,-6.996,1,0.0307,0.462,0.0,0.15,0.673,92.13,31HzUzzrJjllnrGZt3V1sL,175000,4
351,In the Sweet By and By,spotify:track:6wdVfu02MSuVT94bvIKepG,24,2012-07-03,0.568,0.434,2,-9.129,1,0.0288,0.777,0.000505,0.0988,0.587,101.431,6wdVfu02MSuVT94bvIKepG,160067,4
352,Battle Hymn of the Republic,spotify:track:65GB1MVbLmJF7guAfyqfYJ,26,2012-07-03,0.405,0.142,7,-15.597,1,0.0364,0.831,8.25e-06,0.108,0.221,98.086,65GB1MVbLmJF7guAfyqfYJ,238360,4
353,Where Can I Turn for Peace?,spotify:track:3lr9PMbRtrnew4rfeeB9nq,26,2012-07-03,0.509,0.112,0,-16.672,1,0.0355,0.965,0.000189,0.111,0.479,116.625,3lr9PMbRtrnew4rfeeB9nq,152613,3
354,Where He Leads Me,spotify:track:61JXKWJ3yXMzfTskVZKNfb,19,2012-07-03,0.388,0.0312,3,-16.909,1,0.0383,0.986,2.64e-05,0.107,0.119,129.661,61JXKWJ3yXMzfTskVZKNfb,232507,4
355,The Christian Life,spotify:track:7L3eawdT8sbupPR5uFDvtH,15,2012-07-03,0.644,0.282,2,-10.104,1,0.0286,0.72,7.06e-06,0.326,0.415,106.894,7L3eawdT8sbupPR5uFDvtH,150440,3
356,We Are All Enlisted,spotify:track:5jpKOKQdHJmWzroLhSMSVo,19,2012-07-03,0.742,0.686,7,-6.574,1,0.032,0.551,0.0,0.326,0.976,119.894,5jpKOKQdHJmWzroLhSMSVo,130840,4
357,God Be With You Till We Meet Again,spotify:track:79AaaM1yrAyrKiSPDL3vp3,35,2012-07-03,0.35,0.121,0,-15.074,1,0.0342,0.922,6.92e-06,0.11,0.134,139.981,79AaaM1yrAyrKiSPDL3vp3,228387,4
358,Dios Muy Alegre Albergó,spotify:track:6TfGwXxQ31epo2LyJ54DoO,5,2018-11-02,0.72,0.48,6,-6.203,0,0.0267,0.24,0.0,0.069,0.757,88.022,6TfGwXxQ31epo2LyJ54DoO,156667,4
359,"O Ven, O Ven Emanuel",spotify:track:2MR76bWEHeuCQtMA14wNV2,6,2018-11-02,0.202,0.3,6,-11.123,0,0.0324,0.763,4.16e-05,0.0908,0.0716,107.591,2MR76bWEHeuCQtMA14wNV2,263080,4
360,Maria Sabías Que?,spotify:track:5CKSIMIZWXEtRXt1g1wQ8G,9,2018-11-02,0.532,0.129,2,-11.128,0,0.0393,0.822,0.0,0.107,0.232,65.933,5CKSIMIZWXEtRXt1g1wQ8G,176680,5
361,En Sombrío Invierno,spotify:track:4MmISG6G9VFdtu8SmXoCT8,4,2018-11-02,0.218,0.126,5,-14.561,1,0.0314,0.86,0.0,0.112,0.0484,88.849,4MmISG6G9VFdtu8SmXoCT8,225800,1
362,Forever,spotify:track:0TMYxn9lqzqGa7ulmkFCg6,36,2017-02-10,0.188,0.251,2,-9.919,1,0.0356,0.909,0.0,0.092,0.169,76.502,0TMYxn9lqzqGa7ulmkFCg6,318933,4
363,Be Thou My Vision,spotify:track:7oFBdobw3f9kuMomMqYUmD,33,2017-02-10,0.15,0.228,7,-12.058,1,0.0352,0.897,5.91e-05,0.142,0.179,85.783,7oFBdobw3f9kuMomMqYUmD,224093,3
364,The Lord's Prayer,spotify:track:4hpeFJ6tuYsb244IGfj4HP,25,2017-02-10,0.0967,0.187,2,-11.684,1,0.0409,0.862,0.0247,0.241,0.104,175.776,4hpeFJ6tuYsb244IGfj4HP,211907,3
365,Amazing Grace (My Chains Are Gone),spotify:track:4t93rcqprhaCTlDTG8l3IJ,24,2017-02-10,0.237,0.173,7,-12.904,1,0.0371,0.928,0.0,0.114,0.282,93.763,4t93rcqprhaCTlDTG8l3IJ,237240,3
366,Come as You Are,spotify:track:6OOauCETkTDqj7FTKUOftB,34,2017-02-10,0.305,0.298,11,-9.335,1,0.0325,0.895,0.00824,0.108,0.308,79.793,6OOauCETkTDqj7FTKUOftB,259640,4
367,"Sonda-Me, Usa-Me",spotify:track:2i4TIbwhghcUpqcc7UO9tD,23,2017-02-10,0.357,0.21,4,-11.079,1,0.0337,0.933,1.22e-06,0.107,0.301,65.663,2i4TIbwhghcUpqcc7UO9tD,234507,4
368,In Christ Alone,spotify:track:41DmqBz7Eoa6sWFbIPhVPl,30,2017-02-10,0.276,0.206,8,-12.981,1,0.0381,0.898,3.89e-06,0.101,0.353,143.632,41DmqBz7Eoa6sWFbIPhVPl,307520,4
369,How Great Thou Art,spotify:track:1qzcnJG9y3GmcpYFx1MQNV,27,2017-02-10,0.292,0.311,3,-8.968,1,0.0329,0.912,8.58e-05,0.146,0.321,116.02,1qzcnJG9y3GmcpYFx1MQNV,282160,4
370,"Come, Thou Fount of Every Blessing",spotify:track:7AUgMa68ibuIjNcHlPge0m,26,2017-02-10,0.268,0.239,4,-12.498,1,0.035,0.942,4.22e-05,0.109,0.187,139.529,7AUgMa68ibuIjNcHlPge0m,285240,4
371,Laying It All Down,spotify:track:1jnTfRkxrjAb9jAFxvKrEJ,25,2019-01-18,0.269,0.423,5,-9.229,1,0.039,0.608,0.000552,0.106,0.228,78.492,1jnTfRkxrjAb9jAFxvKrEJ,250667,4
372,Make Me a Channel of Your Peace,spotify:track:4CM2JbSL0WtvKuWsGBqg9x,16,2019-01-18,0.248,0.332,5,-8.347,1,0.0341,0.841,2.66e-05,0.176,0.155,109.38,4CM2JbSL0WtvKuWsGBqg9x,237560,4
373,You Raise Me Up,spotify:track:2Kh7N2BAgq6DHU3aXWPsPH,18,2019-01-18,0.263,0.334,10,-8.192,1,0.0324,0.842,7.99e-05,0.11,0.112,119.759,2Kh7N2BAgq6DHU3aXWPsPH,270893,4
374,Oceans,spotify:track:0Oek6KIdTfvjjFM5zQtQhY,15,2019-01-18,0.319,0.34,8,-10.453,1,0.0312,0.567,0.063,0.0882,0.0788,132.89,0Oek6KIdTfvjjFM5zQtQhY,343853,4
375,I'll Walk with God,spotify:track:6OUAoRQ7Arj2tf1x2zkopS,17,2019-01-18,0.213,0.17,9,-11.709,1,0.0409,0.933,2.37e-05,0.134,0.0556,122.219,6OUAoRQ7Arj2tf1x2zkopS,177893,4
376,All My Hope,spotify:track:1UckC5c5epGtWlvPkanIO2,11,2019-01-18,0.549,0.215,7,-13.809,1,0.0264,0.763,7.93e-06,0.214,0.397,99.959,1UckC5c5epGtWlvPkanIO2,227893,3
377,From Now On (The Greatest Showman),spotify:track:5PL6RhNvBhrT7xEPXL1xaa,11,2018-06-09,0.347,0.384,4,-6.898,1,0.0296,0.775,3.72e-05,0.161,0.322,104.16,5PL6RhNvBhrT7xEPXL1xaa,284482,4
378,En Barranquilla Me Quedo,spotify:track:5pljibNmErU2Xe6C585pQI,0,2012-08-05,0.636,0.704,1,-9.213,1,0.0548,0.166,0.000239,0.107,0.79,103.696,5pljibNmErU2Xe6C585pQI,312425,4
379,Channel 1 Suite - Live,spotify:track:6EIwrGruhGZxhLsFZWS65i,12,1997-01-01,0.362,0.86,5,-8.491,0,0.502,0.382,0.688,0.706,0.151,71.313,6EIwrGruhGZxhLsFZWS65i,770531,4
380,This Here,spotify:track:7qgBh5Qh4hTyrkfu5faXrT,7,2012-01-01,0.472,0.456,0,-14.208,0,0.035,0.488,0.0581,0.709,0.719,173.769,7qgBh5Qh4hTyrkfu5faXrT,691587,3
381,Black Orpheus,spotify:track:6tLE7eZlFhYCg6WRGKHIm4,33,2013-08-02,0.476,0.789,9,-6.789,0,0.0292,0.222,0.503,0.115,0.578,151.032,6tLE7eZlFhYCg6WRGKHIm4,298358,4
382,Tiger Of San Pedro,spotify:track:1vv9sgLINYzTo2U75hK3yP,0,2003-01-01,0.491,0.615,5,-7.286,1,0.092,0.306,0.00987,0.102,0.467,130.525,1vv9sgLINYzTo2U75hK3yP,266467,4
383,"Violin Concerto in D Major, Op. 77: I. Allegro non troppo",spotify:track:1xqGBvS9Wf6l1TK3gHvqeG,2,1954,0.284,0.161,7,-18.958,1,0.0419,0.791,0.46,0.106,0.0709,133.066,1xqGBvS9Wf6l1TK3gHvqeG,1134200,3
384,For The Longest Time,spotify:track:1DEkkAYsKkc5EkWXgCNv4U,0,1992,0.506,0.266,2,-11.34,1,0.034,0.977,0.0,0.499,0.493,97.987,1DEkkAYsKkc5EkWXgCNv4U,187960,4
385,"The Planets, Op. 32: Jupiter, the Bringer of Jollity",spotify:track:7pHdkCXkeC8AYHMcIDzUdf,0,2000-01-01,0.365,0.229,5,-16.174,1,0.0397,0.973,0.888,0.216,0.279,131.935,7pHdkCXkeC8AYHMcIDzUdf,467040,4
386,"Mercy, Mercy, Mercy - Live At Caesars Palace, Las Vegas, Nevada/1968",spotify:track:2bERqUZvSoexTZFwGkIDcL,11,1997-01-01,0.608,0.805,10,-7.236,1,0.0602,0.597,0.0181,0.89,0.658,122.89,2bERqUZvSoexTZFwGkIDcL,334867,4
387,"Chelsea Bridge - Live At Caesars Palace, Las Vegas, Nevada/1968",spotify:track:5xyKFDkVGLx8tKHSGtnDs8,8,1997-01-01,0.385,0.567,7,-9.515,1,0.067,0.736,0.0611,0.855,0.348,111.792,5xyKFDkVGLx8tKHSGtnDs8,312000,3
388,West Side Story Medley - Live / Remastered,spotify:track:5B1Lx2tRNjYPq4Zs5GSIFI,16,1997-01-01,0.413,0.75,2,-10.571,1,0.274,0.394,0.229,0.977,0.115,139.266,5B1Lx2tRNjYPq4Zs5GSIFI,656057,3
389,"Love For Sale - Live At Chez Club, Hollywood/1966/Remix",spotify:track:67BBzbF6t4ejG7HwVjQ4Tm,18,1997-01-01,0.409,0.839,5,-7.695,0,0.2,0.445,0.235,0.958,0.557,112.624,67BBzbF6t4ejG7HwVjQ4Tm,291573,4
390,"Straight, No Chaser",spotify:track:6YYu8qFzcY1ZyzzsJIQM12,51,1967,0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,6YYu8qFzcY1ZyzzsJIQM12,688133,4
391,Autumn Leaves,spotify:track:1QlTNF43OyKK9BorIRsJ8o,54,1974,0.35,0.607,5,-11.141,0,0.0498,0.794,0.446,0.116,0.597,187.101,1QlTNF43OyKK9BorIRsJ8o,422640,4
392,Blue Skies,spotify:track:5cdBPBfYeRFDZWHAk4UPOH,43,2010-10-26,0.572,0.287,5,-11.006,1,0.0545,0.702,9.62e-06,0.127,0.715,142.656,5cdBPBfYeRFDZWHAk4UPOH,147560,4
393,"Go Down, Moses",spotify:track:3aKqqQqP1uEdkD466Ll8Ku,24,2012-07-03,0.67,0.211,0,-11.678,0,0.0295,0.808,0.000498,0.102,0.143,108.654,3aKqqQqP1uEdkD466Ll8Ku,210947,4
394,I Stand All Amazed,spotify:track:6qU8E22I2O8nbOtI6Mmz6w,26,2012-07-03,0.511,0.195,7,-13.248,1,0.0275,0.877,0.0,0.126,0.235,86.371,6qU8E22I2O8nbOtI6Mmz6w,216467,3
395,Be Thou My Vision,spotify:track:5Dl6FoHQnYlfMDOMCBFrRp,36,2012-07-03,0.327,0.0786,2,-14.438,1,0.0329,0.909,1.5e-06,0.154,0.352,87.126,5Dl6FoHQnYlfMDOMCBFrRp,167013,3
396,I Saw the Light,spotify:track:2sopPXzEw0OzEmhnj02zCt,24,2012-07-03,0.645,0.79,9,-6.771,1,0.0493,0.691,3.92e-05,0.0796,0.839,118.538,2sopPXzEw0OzEmhnj02zCt,201760,4
397,"Lead, Kindly Light",spotify:track:0BMT3KLHjz12bDNerJqWhj,26,2012-07-03,0.403,0.272,0,-13.327,1,0.0338,0.56,5.06e-06,0.0825,0.13,141.011,0BMT3KLHjz12bDNerJqWhj,215013,4
398,"Come, Ye Children of the Lord",spotify:track:4JfGMA31ni6PNKaPysdh8z,29,2010-01-01,0.711,0.118,9,-16.03,1,0.0381,0.803,0.0,0.0925,0.396,117.367,4JfGMA31ni6PNKaPysdh8z,156333,4
399,Lincolnshire Posy: VI. The Lost Lady Found,spotify:track:4pF2yvnLKOoOfo0DQrPhW6,26,2012-03-01,0.432,0.059,9,-21.831,0,0.0348,0.974,0.737,0.0815,0.472,94.024,4pF2yvnLKOoOfo0DQrPhW6,164853,4
400,Lincolnshire Posy: V. Lord Melbourne,spotify:track:66xbmE10Dtw4b5NHDtvB9A,24,2012-03-01,0.298,0.055,0,-16.98,1,0.0383,0.977,0.83,0.471,0.0387,103.032,66xbmE10Dtw4b5NHDtvB9A,205067,4
401,Lincolnshire Posy: IV. The Brisk Young Sailor,spotify:track:69aKH3pr9ovKI1Xs0sJCwU,25,2012-03-01,0.384,0.0605,10,-25.957,1,0.0328,0.982,0.943,0.149,0.701,94.749,69aKH3pr9ovKI1Xs0sJCwU,97787,4
402,Lincolnshire Posy: III. Rufford Park Poachers,spotify:track:6fcxk74XfAyy9XTLeLTIOB,24,2012-03-01,0.076,0.0327,5,-27.245,0,0.0385,0.937,0.853,0.088,0.0647,79.001,6fcxk74XfAyy9XTLeLTIOB,276573,4
403,Lincolnshire Posy: II. Horkstow Grange,spotify:track:6FwkSITKGSBNIpzdMDSgMR,29,2012-03-01,0.15,0.0391,1,-21.669,1,0.038,0.965,0.938,0.12,0.0365,65.602,6FwkSITKGSBNIpzdMDSgMR,204387,4
404,Lincolnshire Posy: I. Lisbon,spotify:track:3D7U6XFWUss4VJbAm5YO13,28,2012-03-01,0.408,0.0483,1,-26.401,1,0.0467,0.985,0.984,0.0948,0.325,121.468,3D7U6XFWUss4VJbAm5YO13,84227,4
405,Soul Blues,spotify:track:5WMIqf36o0LGx3V5iu8cpX,22,1958-01-01,0.449,0.275,7,-15.33,1,0.0362,0.822,0.121,0.099,0.475,70.199,5WMIqf36o0LGx3V5iu8cpX,594827,4
406,Sunday Mornin',spotify:track:1vk8IJceUSsnEycyXnLHr4,37,1958-01-01,0.5,0.474,1,-13.42,1,0.0391,0.537,0.0275,0.346,0.754,98.283,1vk8IJceUSsnEycyXnLHr4,390173,4
407,"Mercy, Mercy, Mercy - Live At Caesars Palace, Las Vegas, Nevada/1968",spotify:track:4H8p5c3ANrppEpMOCJZKGg,27,1997-03-25,0.605,0.812,10,-7.119,1,0.0639,0.588,0.0397,0.744,0.671,123.032,4H8p5c3ANrppEpMOCJZKGg,335160,4
408,"Mercy, Mercy, Mercy",spotify:track:6NF8MZ2trxckVBr82pyyPt,55,1997-01-01,0.544,0.425,10,-10.231,1,0.0346,0.719,0.0186,0.964,0.348,84.443,6NF8MZ2trxckVBr82pyyPt,313200,4
409,Traditional: Shenandoah,spotify:track:0hz4UGDgP8jtI6sLOLK9Pl,0,2012-04-03,0.153,0.0285,3,-25.358,1,0.042,0.925,0.976,0.121,0.0352,71.889,0hz4UGDgP8jtI6sLOLK9Pl,161667,4
410,O Tannenbaum,spotify:track:34rzJNfTd5e9s3TICFMPD0,40,1965,0.583,0.191,5,-15.938,1,0.0404,0.908,0.00824,0.126,0.342,123.303,34rzJNfTd5e9s3TICFMPD0,309387,4
411,Linus And Lucy,spotify:track:0MmNrhvLcoWjo7AOr0vgka,40,1965,0.496,0.388,8,-14.177,1,0.0382,0.787,0.939,0.167,0.694,81.772,0MmNrhvLcoWjo7AOr0vgka,185453,4
412,Greensleeves,spotify:track:6qEZ3wkUF7nY1DBbD7DHoN,30,1965,0.273,0.328,5,-15.38,0,0.0315,0.931,0.914,0.212,0.5,179.866,6qEZ3wkUF7nY1DBbD7DHoN,329000,3
